,Unnamed: 0,Unnamed: 0.1,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
358,358,358,51175,2.5,135.0,67.0,68.0,0.0,162.0,203.0,0.0,13.0,2108.0,1239.0,15.0,30.0,597.0,25.0,80.0,132.0,7.0,20.0,144.0,228.0,0.0,770.0,119.0,30.0
359,359,359,51177,2.99,401.0,26.0,56.0,17.0,104.0,12592.0,2859.0,498.0,12702.0,15829.0,420.0,475.0,6660.0,168.0,713.0,2966.0,245.0,590.0,1540.0,2528.0,208.0,903.0,629.0,143.0
360,360,360,51179,3.07,416.0,26.0,52.0,12.0,104.0,17867.0,3265.0,455.0,13923.0,20258.0,605.0,420.0,7445.0,491.0,1466.0,4083.0,376.0,914.0,1835.0,2839.0,282.0,1744.0,1238.0,130.0
361,361,361,51181,2.49,45.0,63.0,44.0,20.0,106.0,84.0,9.0,18.0,1037.0,541.0,0.0,10.0,162.0,0.0,13.0,83.0,5.0,23.0,56.0,129.0,0.0,143.0,55.0,17.0
362,362,362,51183,1.75,43.0,54.0,62.0,0.0,120.0,401.0,122.0,41.0,785.0,673.0,1.0,2.0,99.0,0.0,20.0,40.0,0.0,4.0,78.0,168.0,34.0,1443.0,1.0,0.0
363,363,363,51185,2.38,220.0,58.0,67.0,32.0,140.0,653.0,126.0,0.0,3644.0,4425.0,0.0,334.0,992.0,0.0,22.0,206.0,0.0,78.0,779.0,600.0,0.0,103.0,93.0,16.0
364,364,364,51187,2.68,251.0,59.0,63.0,58.0,109.0,1525.0,255.0,122.0,4560.0,7199.0,232.0,134.0,1571.0,41.0,300.0,639.0,70.0,201.0,645.0,954.0,115.0,113.0,383.0,89.0
365,365,365,51191,2.35,207.0,38.0,46.0,26.0,88.0,1054.0,112.0,36.0,7019.0,7184.0,131.0,127.0,1118.0,21.0,116.0,578.0,42.0,50.0,2475.0,1249.0,33.0,172.0,45.0,203.0
366,366,366,51193,2.44,118.0,62.0,59.0,0.0,128.0,749.0,404.0,39.0,2826.0,1939.0,104.0,114.0,679.0,18.0,59.0,430.0,0.0,25.0,308.0,584.0,0.0,236.0,62.0,83.0
367,367,367,51195,2.44,59.0,14.0,42.0,6.0,73.0,911.0,166.0,88.0,4074.0,3893.0,48.0,175.0,685.0,1.0,75.0,169.0,24.0,56.0,1320.0,1047.0,34.0,67.0,91.0,10.0
368,368,368,51197,2.4,46.0,18.0,23.0,17.0,45.0,543.0,33.0,0.0,2012.0,3700.0,0.0,15.0,182.0,25.0,141.0,104.0,15.0,68.0,423.0,409.0,16.0,11.0,167.0,141.0
369,369,369,51199,2.76,123.0,18.0,41.0,9.0,82.0,6529.0,610.0,177.0,9433.0,10995.0,311.0,331.0,3522.0,132.0,794.0,1960.0,182.0,663.0,1582.0,1320.0,146.0,332.0,660.0,109.0
370,370,370,51510,2.2,429.0,17.0,58.0,19.0,82.0,45732.0,9071.0,766.0,14299.0,17788.0,938.0,575.0,7597.0,447.0,1352.0,4074.0,380.0,2328.0,1879.0,3580.0,491.0,14062.0,1735.0,479.0
371,371,371,51520,2.21,88.0,47.0,39.0,69.0,70.0,445.0,17.0,10.0,2202.0,2106.0,17.0,3.0,408.0,32.0,0.0,152.0,0.0,6.0,569.0,387.0,31.0,14.0,22.0,0.0
372,372,372,51530,2.27,57.0,58.0,79.0,43.0,105.0,210.0,46.0,0.0,1019.0,679.0,0.0,8.0,157.0,13.0,89.0,106.0,0.0,0.0,262.0,89.0,0.0,4.0,92.0,13.0
373,373,373,51540,2.39,94.0,9.0,33.0,0.0,43.0,6436.0,826.0,75.0,5511.0,5503.0,213.0,225.0,1772.0,83.0,333.0,939.0,150.0,546.0,938.0,1597.0,104.0,639.0,526.0,239.0
374,374,374,51550,2.74,1205.0,41.0,61.0,19.0,116.0,15721.0,1421.0,481.0,22608.0,24240.0,1046.0,779.0,9283.0,185.0,1318.0,4725.0,444.0,849.0,2876.0,3650.0,298.0,2847.0,1287.0,348.0
375,375,375,51570,2.41,22.0,11.0,38.0,0.0,81.0,1603.0,195.0,75.0,2349.0,2041.0,27.0,72.0,732.0,5.0,38.0,78.0,43.0,10.0,421.0,435.0,40.0,260.0,51.0,22.0
376,376,376,51580,2.25,20.0,39.0,74.0,0.0,187.0,89.0,0.0,0.0,442.0,655.0,4.0,37.0,97.0,0.0,8.0,20.0,0.0,7.0,93.0,73.0,0.0,0.0,11.0,8.0
377,377,377,51590,2.19,239.0,42.0,45.0,46.0,60.0,2190.0,443.0,69.0,2335.0,2055.0,124.0,51.0,524.0,36.0,27.0,230.0,23.0,23.0,492.0,420.0,22.0,428.0,40.0,11.0
378,378,378,51595,2.41,11.0,14.0,13.0,0.0,31.0,223.0,157.0,28.0,358.0,215.0,0.0,16.0,55.0,0.0,3.0,68.0,0.0,3.0,18.0,39.0,8.0,196.0,49.0,0.0
379,379,379,51600,2.72,26.0,9.0,50.0,0.0,78.0,7308.0,1452.0,143.0,2309.0,2927.0,67.0,80.0,1050.0,102.0,271.0,561.0,145.0,338.0,383.0,546.0,144.0,436.0,193.0,53.0
380,380,380,51610,2.56,2.0,1.0,30.0,0.0,50.0,2593.0,216.0,21.0,2325.0,2324.0,127.0,91.0,721.0,124.0,198.0,587.0,0.0,483.0,130.0,899.0,78.0,162.0,359.0,124.0
381,381,381,51620,2.42,177.0,120.0,116.0,0.0,154.0,147.0,10.0,0.0,565.0,524.0,8.0,0.0,54.0,32.0,9.0,31.0,0.0,25.0,64.0,133.0,0.0,1016.0,0.0,0.0
382,382,382,51630,2.45,111.0,18.0,42.0,7.0,58.0,2891.0,673.0,124.0,2580.0,3140.0,163.0,164.0,1545.0,52.0,67.0,666.0,69.0,206.0,460.0,592.0,16.0,201.0,218.0,42.0
383,383,383,51640,2.33,28.0,29.0,32.0,29.0,40.0,836.0,559.0,0.0,489.0,525.0,0.0,0.0,186.0,0.0,8.0,0.0,0.0,0.0,135.0,124.0,8.0,11.0,16.0,0.0
384,384,384,51650,2.47,923.0,42.0,52.0,39.0,76.0,9101.0,1182.0,211.0,8965.0,10021.0,278.0,154.0,4279.0,107.0,558.0,1414.0,191.0,213.0,1428.0,2214.0,150.0,1734.0,478.0,95.0
385,385,385,51660,2.68,217.0,15.0,26.0,3.0,34.0,11987.0,4395.0,124.0,3538.0,8197.0,179.0,237.0,2335.0,75.0,245.0,1190.0,30.0,561.0,937.0,953.0,19.0,513.0,300.0,928.0
386,386,386,51670,2.49,123.0,36.0,45.0,12.0,97.0,1871.0,536.0,42.0,950.0,1608.0,17.0,20.0,350.0,0.0,23.0,168.0,35.0,5.0,487.0,223.0,121.0,50.0,49.0,0.0
387,387,387,51678,1.91,0.0,0.0,6.0,0.0,0.0,371.0,10.0,43.0,1322.0,1312.0,16.0,39.0,553.0,0.0,26.0,264.0,0.0,37.0,144.0,534.0,17.0,33.0,86.0,22.0
388,388,388,51680,2.41,500.0,31.0,60.0,0.0,108.0,5419.0,859.0,197.0,9795.0,9883.0,163.0,219.0,3659.0,91.0,792.0,1032.0,144.0,203.0,2052.0,1454.0,123.0,1186.0,573.0,197.0
389,389,389,51683,3.31,229.0,45.0,70.0,31.0,90.0,15069.0,5450.0,26.0,2872.0,4129.0,116.0,29.0,1474.0,81.0,184.0,1024.0,108.0,128.0,337.0,660.0,121.0,815.0,186.0,12.0
390,390,390,51685,3.35,15.0,8.0,22.0,0.0,48.0,6733.0,2523.0,88.0,536.0,1389.0,0.0,23.0,638.0,0.0,23.0,230.0,41.0,0.0,51.0,282.0,19.0,266.0,109.0,0.0
391,391,391,51690,2.28,175.0,93.0,99.0,76.0,189.0,649.0,84.0,0.0,1133.0,771.0,38.0,0.0,151.0,0.0,21.0,75.0,0.0,0.0,105.0,213.0,0.0,122.0,0.0,0.0
392,392,392,51700,2.5,802.0,28.0,49.0,21.0,77.0,17780.0,3818.0,315.0,14908.0,17702.0,738.0,465.0,6058.0,89.0,917.0,2651.0,423.0,849.0,2667.0,3729.0,242.0,2593.0,1138.0,195.0
393,393,393,51710,2.52,1380.0,34.0,63.0,20.0,95.0,23770.0,4148.0,324.0,13705.0,19317.0,850.0,582.0,8298.0,245.0,1293.0,3345.0,511.0,1227.0,2237.0,3523.0,328.0,5271.0,1154.0,260.0
394,394,394,51720,2.11,11.0,19.0,64.0,93.0,110.0,235.0,56.0,0.0,116.0,383.0,21.0,36.0,112.0,0.0,0.0,28.0,15.0,9.0,55.0,56.0,0.0,0.0,0.0,0.0
395,395,395,51730,2.36,354.0,61.0,54.0,37.0,79.0,2165.0,650.0,21.0,889.0,1180.0,32.0,24.0,202.0,0.0,57.0,94.0,4.0,80.0,137.0,133.0,0.0,596.0,10.0,7.0
396,396,396,51735,2.61,18.0,14.0,36.0,46.0,74.0,502.0,48.0,49.0,2160.0,1841.0,84.0,61.0,538.0,0.0,88.0,349.0,0.0,69.0,489.0,319.0,21.0,17.0,70.0,9.0
397,397,397,51740,2.53,598.0,40.0,57.0,34.0,93.0,4337.0,616.0,219.0,5685.0,5157.0,350.0,248.0,1830.0,120.0,270.0,1024.0,155.0,187.0,601.0,1003.0,75.0,3842.0,306.0,73.0
398,398,398,51750,2.53,15.0,3.0,19.0,0.0,31.0,954.0,129.0,5.0,1320.0,2369.0,19.0,48.0,912.0,40.0,101.0,305.0,19.0,42.0,456.0,389.0,0.0,354.0,21.0,45.0
399,399,399,51760,2.31,1419.0,30.0,50.0,7.0,73.0,19169.0,6398.0,372.0,17145.0,16161.0,679.0,651.0,6636.0,201.0,941.0,2410.0,207.0,989.0,3381.0,4356.0,159.0,3487.0,1053.0,448.0
400,400,400,51770,2.28,731.0,49.0,61.0,14.0,98.0,8718.0,1703.0,102.0,8370.0,10315.0,250.0,214.0,1797.0,88.0,447.0,1356.0,102.0,418.0,2338.0,1727.0,32.0,1575.0,575.0,202.0
401,401,401,51775,2.29,72.0,20.0,47.0,14.0,93.0,1178.0,248.0,37.0,3438.0,4051.0,45.0,38.0,765.0,10.0,41.0,440.0,67.0,103.0,982.0,545.0,7.0,131.0,130.0,110.0
402,402,402,51790,2.21,60.0,15.0,42.0,0.0,80.0,964.0,36.0,2.0,2481.0,4206.0,68.0,106.0,1170.0,23.0,115.0,416.0,26.0,54.0,958.0,636.0,52.0,227.0,261.0,56.0
403,403,403,51800,2.72,632.0,58.0,61.0,48.0,119.0,3799.0,402.0,257.0,7769.0,8036.0,103.0,241.0,2606.0,133.0,339.0,1097.0,188.0,295.0,948.0,1512.0,94.0,4703.0,430.0,122.0
404,404,404,51810,2.62,1862.0,32.0,54.0,16.0,92.0,50669.0,5395.0,1025.0,42089.0,56883.0,3024.0,1685.0,26667.0,839.0,3221.0,12341.0,1775.0,2824.0,6486.0,10821.0,739.0,23068.0,3693.0,738.0
405,405,405,51820,2.34,200.0,71.0,72.0,0.0,129.0,1196.0,375.0,22.0,2575.0,2882.0,81.0,53.0,841.0,14.0,67.0,184.0,40.0,13.0,687.0,549.0,11.0,150.0,135.0,98.0
406,406,406,51830,2.36,66.0,14.0,33.0,0.0,48.0,2091.0,70.0,136.0,2159.0,2706.0,320.0,95.0,1052.0,131.0,246.0,561.0,77.0,313.0,306.0,573.0,22.0,102.0,230.0,39.0
407,407,407,51840,2.49,279.0,72.0,67.0,0.0,158.0,4721.0,2083.0,19.0,3774.0,4532.0,30.0,132.0,1447.0,13.0,76.0,379.0,33.0,307.0,453.0,530.0,39.0,94.0,165.0,29.0
408,408,408,54001,2.65,31.0,14.0,39.0,3.0,91.0,157.0,37.0,44.0,1414.0,4012.0,0.0,36.0,848.0,18.0,75.0,256.0,0.0,94.0,266.0,348.0,3.0,0.0,31.0,14.0
409,409,409,54003,2.62,454.0,34.0,55.0,2.0,114.0,5131.0,982.0,217.0,9757.0,23201.0,215.0,550.0,4842.0,185.0,673.0,1858.0,22.0,359.0,1393.0,1866.0,261.0,557.0,633.0,313.0
410,410,410,54005,2.48,101.0,44.0,46.0,84.0,97.0,65.0,42.0,66.0,2536.0,3144.0,81.0,42.0,389.0,0.0,0.0,276.0,12.0,42.0,347.0,207.0,0.0,0.0,9.0,29.0
411,411,411,54007,2.6,21.0,14.0,51.0,19.0,106.0,137.0,24.0,23.0,1454.0,2664.0,56.0,36.0,332.0,14.0,0.0,262.0,0.0,18.0,520.0,285.0,10.0,0.0,29.0,8.0
412,412,412,54009,2.26,62.0,22.0,54.0,4.0,136.0,252.0,4.0,80.0,3134.0,4854.0,261.0,265.0,4142.0,20.0,43.0,1226.0,15.0,138.0,891.0,499.0,376.0,0.0,96.0,72.0
413,413,413,54011,2.32,320.0,22.0,46.0,12.0,83.0,2452.0,323.0,37.0,12194.0,12356.0,273.0,542.0,2813.0,57.0,258.0,1295.0,172.0,263.0,2059.0,1652.0,115.0,238.0,129.0,44.0
414,414,414,54013,2.56,2.0,3.0,47.0,0.0,114.0,133.0,15.0,0.0,554.0,1579.0,0.0,10.0,240.0,0.0,0.0,8.0,0.0,30.0,75.0,106.0,7.0,0.0,15.0,0.0
415,415,415,54015,2.66,77.0,73.0,69.0,0.0,210.0,59.0,0.0,0.0,1079.0,803.0,0.0,0.0,76.0,0.0,0.0,117.0,0.0,0.0,114.0,226.0,0.0,0.0,76.0,0.0
416,416,416,54017,2.95,61.0,83.0,82.0,72.0,187.0,106.0,4.0,26.0,803.0,1453.0,6.0,40.0,388.0,0.0,9.0,116.0,0.0,0.0,166.0,64.0,2.0,8.0,88.0,16.0
417,417,417,54019,2.43,268.0,58.0,58.0,55.0,103.0,962.0,160.0,36.0,4354.0,5528.0,43.0,205.0,1343.0,151.0,18.0,642.0,167.0,66.0,1129.0,1773.0,10.0,143.0,156.0,52.0
418,418,418,54021,2.46,21.0,24.0,22.0,10.0,48.0,413.0,166.0,3.0,789.0,1297.0,24.0,4.0,326.0,0.0,16.0,166.0,1.0,28.0,88.0,109.0,4.0,125.0,21.0,5.0
419,419,419,54023,2.8,64.0,50.0,37.0,39.0,51.0,206.0,112.0,0.0,1024.0,5301.0,7.0,20.0,137.0,0.0,13.0,91.0,0.0,0.0,86.0,162.0,0.0,13.0,37.0,40.0
420,420,420,54025,2.34,138.0,36.0,48.0,0.0,114.0,540.0,131.0,83.0,4130.0,5088.0,123.0,65.0,807.0,6.0,83.0,465.0,17.0,24.0,1120.0,1215.0,96.0,56.0,35.0,18.0
421,421,421,54027,2.29,106.0,39.0,30.0,11.0,74.0,216.0,50.0,183.0,1858.0,5978.0,11.0,30.0,457.0,9.0,133.0,169.0,0.0,16.0,201.0,412.0,17.0,0.0,138.0,61.0
422,422,422,54029,2.32,127.0,40.0,44.0,22.0,113.0,564.0,120.0,206.0,3208.0,5737.0,219.0,311.0,3736.0,10.0,16.0,2270.0,0.0,311.0,732.0,525.0,584.0,15.0,67.0,45.0
423,423,423,54031,2.59,44.0,27.0,35.0,71.0,64.0,840.0,251.0,20.0,1482.0,5468.0,2.0,22.0,162.0,0.0,4.0,36.0,2.0,11.0,98.0,61.0,0.0,180.0,33.0,13.0
424,424,424,54033,2.46,198.0,27.0,50.0,21.0,107.0,1456.0,93.0,147.0,7212.0,12244.0,350.0,451.0,7025.0,12.0,145.0,1721.0,25.0,139.0,1886.0,1462.0,285.0,47.0,425.0,215.0
425,425,425,54035,2.59,127.0,41.0,47.0,7.0,100.0,268.0,0.0,7.0,2925.0,5652.0,0.0,37.0,337.0,83.0,39.0,179.0,0.0,10.0,765.0,1110.0,109.0,27.0,88.0,155.0
426,426,426,54037,2.62,247.0,38.0,45.0,0.0,83.0,3214.0,617.0,249.0,7405.0,13453.0,321.0,256.0,3406.0,98.0,462.0,1324.0,88.0,485.0,989.0,1772.0,206.0,122.0,463.0,164.0
427,427,427,54039,2.28,952.0,40.0,45.0,13.0,88.0,3874.0,264.0,238.0,25847.0,28003.0,457.0,848.0,6648.0,138.0,618.0,2930.0,83.0,359.0,5630.0,4517.0,118.0,1288.0,1182.0,252.0
428,428,428,54041,2.47,65.0,40.0,51.0,0.0,102.0,286.0,41.0,0.0,1220.0,3106.0,39.0,59.0,401.0,0.0,9.0,272.0,0.0,0.0,221.0,340.0,27.0,0.0,130.0,0.0
429,429,429,54043,2.69,42.0,17.0,42.0,0.0,85.0,205.0,85.0,0.0,1764.0,1852.0,0.0,8.0,158.0,0.0,0.0,43.0,0.0,0.0,170.0,228.0,0.0,0.0,0.0,3.0
430,430,430,54045,2.47,200.0,55.0,57.0,24.0,119.0,434.0,48.0,77.0,2485.0,4907.0,59.0,225.0,1053.0,2.0,48.0,326.0,0.0,66.0,501.0,396.0,0.0,0.0,36.0,0.0
431,431,431,54047,2.36,95.0,48.0,49.0,8.0,104.0,327.0,168.0,5.0,1420.0,2442.0,20.0,39.0,310.0,0.0,0.0,128.0,11.0,60.0,82.0,250.0,4.0,162.0,14.0,6.0
432,432,432,54049,2.47,240.0,35.0,64.0,29.0,105.0,1128.0,216.0,144.0,6648.0,12269.0,100.0,517.0,6717.0,82.0,209.0,2006.0,14.0,149.0,1167.0,1469.0,167.0,57.0,123.0,88.0
433,433,433,54051,2.39,42.0,13.0,32.0,0.0,80.0,542.0,88.0,85.0,2866.0,7922.0,84.0,219.0,2141.0,70.0,61.0,1583.0,9.0,115.0,649.0,502.0,242.0,56.0,107.0,85.0
434,434,434,54053,2.42,96.0,32.0,49.0,12.0,119.0,216.0,2.0,14.0,1866.0,4654.0,41.0,113.0,327.0,0.0,55.0,248.0,1.0,47.0,382.0,566.0,0.0,0.0,27.0,6.0
435,435,435,54055,2.41,395.0,53.0,53.0,13.0,107.0,1634.0,375.0,142.0,7495.0,7890.0,180.0,521.0,1692.0,17.0,210.0,336.0,76.0,130.0,1548.0,1109.0,30.0,52.0,194.0,21.0
436,436,436,54057,2.37,175.0,48.0,70.0,0.0,142.0,327.0,123.0,0.0,2037.0,6796.0,116.0,132.0,1279.0,20.0,47.0,437.0,14.0,79.0,303.0,584.0,9.0,21.0,253.0,60.0
437,437,437,54059,2.35,115.0,49.0,40.0,75.0,79.0,180.0,42.0,19.0,1546.0,2178.0,38.0,27.0,697.0,0.0,0.0,21.0,15.0,35.0,177.0,285.0,0.0,4.0,34.0,0.0
438,438,438,54061,2.54,400.0,21.0,33.0,6.0,49.0,6384.0,385.0,686.0,10137.0,19801.0,348.0,1325.0,9775.0,239.0,551.0,4345.0,122.0,770.0,2506.0,2394.0,808.0,832.0,618.0,163.0
439,439,439,54063,2.25,52.0,45.0,68.0,45.0,159.0,122.0,0.0,7.0,1446.0,2150.0,13.0,18.0,221.0,10.0,35.0,172.0,3.0,37.0,668.0,473.0,0.0,42.0,78.0,29.0
440,440,440,54065,2.41,38.0,22.0,40.0,0.0,104.0,350.0,131.0,90.0,1988.0,3503.0,25.0,17.0,565.0,17.0,31.0,299.0,0.0,66.0,210.0,391.0,0.0,0.0,172.0,38.0
441,441,441,54067,2.38,109.0,43.0,26.0,48.0,50.0,265.0,26.0,0.0,3759.0,3992.0,16.0,44.0,610.0,22.0,10.0,266.0,0.0,36.0,772.0,525.0,15.0,62.0,17.0,19.0
442,442,442,54069,2.21,233.0,41.0,37.0,27.0,69.0,989.0,40.0,267.0,4052.0,12496.0,419.0,387.0,4387.0,25.0,100.0,2940.0,14.0,417.0,1006.0,725.0,327.0,45.0,166.0,178.0
443,443,443,54071,2.28,22.0,40.0,84.0,0.0,172.0,71.0,11.0,0.0,442.0,1718.0,0.0,5.0,174.0,12.0,32.0,19.0,7.0,0.0,61.0,289.0,0.0,8.0,41.0,78.0
444,444,444,54073,2.46,17.0,25.0,19.0,0.0,48.0,75.0,17.0,0.0,848.0,1528.0,15.0,2.0,219.0,0.0,3.0,67.0,0.0,21.0,97.0,173.0,6.0,0.0,22.0,0.0
445,445,445,54075,2.28,24.0,29.0,28.0,0.0,76.0,103.0,1.0,8.0,1251.0,1859.0,26.0,7.0,169.0,0.0,5.0,35.0,0.0,62.0,280.0,215.0,7.0,0.0,42.0,46.0
446,446,446,54077,2.51,200.0,58.0,51.0,0.0,97.0,904.0,441.0,102.0,3467.0,6833.0,38.0,90.0,1362.0,6.0,18.0,708.0,30.0,173.0,497.0,480.0,89.0,39.0,70.0,36.0
447,447,447,54079,2.59,350.0,60.0,55.0,65.0,104.0,861.0,68.0,95.0,5489.0,6427.0,106.0,87.0,1141.0,9.0,29.0,512.0,0.0,115.0,980.0,1329.0,59.0,68.0,148.0,125.0
448,448,448,54081,2.42,116.0,14.0,32.0,9.0,68.0,2531.0,479.0,64.0,7951.0,9009.0,194.0,457.0,1993.0,145.0,118.0,1227.0,29.0,224.0,933.0,1033.0,55.0,1200.0,48.0,104.0
449,449,449,54083,2.33,89.0,29.0,39.0,36.0,67.0,261.0,68.0,93.0,2907.0,6597.0,23.0,59.0,1199.0,12.0,71.0,406.0,24.0,128.0,552.0,629.0,24.0,12.0,244.0,455.0
450,450,450,54085,2.51,49.0,47.0,53.0,62.0,78.0,45.0,8.0,4.0,969.0,1880.0,33.0,8.0,137.0,0.0,55.0,49.0,0.0,6.0,250.0,115.0,4.0,0.0,23.0,10.0
451,451,451,54087,2.54,51.0,33.0,29.0,14.0,77.0,190.0,13.0,26.0,1560.0,2161.0,0.0,24.0,415.0,0.0,39.0,188.0,0.0,44.0,315.0,171.0,3.0,0.0,0.0,66.0
452,452,452,54089,2.23,89.0,56.0,52.0,16.0,102.0,249.0,30.0,0.0,1447.0,1830.0,37.0,0.0,335.0,0.0,0.0,170.0,0.0,39.0,219.0,376.0,7.0,104.0,28.0,4.0
453,453,453,54091,2.45,17.0,10.0,59.0,0.0,134.0,291.0,40.0,60.0,1325.0,3646.0,40.0,105.0,939.0,14.0,17.0,308.0,23.0,99.0,612.0,334.0,26.0,12.0,1.0,0.0
454,454,454,54093,2.31,12.0,21.0,44.0,6.0,91.0,68.0,0.0,24.0,683.0,1829.0,0.0,15.0,440.0,3.0,20.0,165.0,18.0,31.0,89.0,120.0,5.0,9.0,10.0,30.0
455,455,455,54095,2.53,10.0,11.0,33.0,27.0,61.0,112.0,25.0,9.0,958.0,1673.0,8.0,7.0,136.0,3.0,76.0,145.0,0.0,4.0,319.0,196.0,7.0,0.0,36.0,33.0
456,456,456,54097,2.57,58.0,20.0,52.0,0.0,127.0,197.0,14.0,43.0,2315.0,5181.0,15.0,96.0,936.0,8.0,12.0,218.0,43.0,35.0,488.0,540.0,35.0,21.0,125.0,130.0
457,457,457,54099,2.5,155.0,31.0,38.0,0.0,89.0,599.0,46.0,1.0,8035.0,4134.0,47.0,118.0,875.0,6.0,96.0,225.0,32.0,19.0,821.0,1019.0,7.0,0.0,52.0,12.0
458,458,458,54101,2.22,29.0,32.0,48.0,5.0,129.0,56.0,3.0,0.0,470.0,1747.0,0.0,61.0,104.0,0.0,0.0,112.0,2.0,0.0,144.0,181.0,0.0,0.0,62.0,8.0
459,459,459,54103,2.55,55.0,31.0,58.0,4.0,157.0,112.0,9.0,0.0,1485.0,3330.0,2.0,11.0,361.0,0.0,20.0,127.0,0.0,38.0,268.0,214.0,24.0,18.0,51.0,76.0
460,460,460,54105,2.4,29.0,42.0,62.0,164.0,67.0,47.0,7.0,0.0,678.0,978.0,0.0,2.0,256.0,0.0,0.0,112.0,0.0,18.0,139.0,85.0,27.0,0.0,6.0,0.0
461,461,461,54107,2.36,554.0,55.0,61.0,35.0,124.0,1372.0,80.0,113.0,10769.0,16733.0,167.0,236.0,2765.0,38.0,265.0,1245.0,53.0,163.0,1848.0,2473.0,128.0,226.0,336.0,234.0
462,462,462,54109,2.44,52.0,26.0,48.0,26.0,118.0,77.0,17.0,0.0,1833.0,2616.0,0.0,69.0,513.0,0.0,4.0,58.0,0.0,9.0,214.0,127.0,0.0,25.0,65.0,20.0
